Price,Location,Latitude,Longitude,Link,Title,Description,Square Meter Land,Square Meter Construction,Bathroom,Bedroom,Source
"['8,800,000']","Venta Casas VALLE, Nuevo León",25.6355832,-100.385585,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30771592&Plaza=2&colonia-inmueble=COLONIAL DE LA SIERRA&Imagenes=7&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLONIAL DE LA SIERRA,"COLONIAL DE LA SIERRA 3 Recámaras 2 1/2baños 2Plantas 346 Metros Cuadrados de Construcción 240 Metros Cuadrados Terreno $8,800,000, OPORTUNIDAD Casa  para remodelar, zona muy exclusiva, alta plusvalía, se vende como terreno ... La casa cuenta con departamento independiente, sala, comedor, cocina integral, terraza, amplio jardín, recámara principal con terraza y preparación para jacuzzi con su closet vestidor y baño completo. Lo atendemos cualquier día de la semana, incluyendo Sábado y Domingo. INFORMES DIRECTO AL COMPRADOR. Cel. 818-253-38-53.",240m² de Terreno,346m² de Construcción,2.5 Baños,3 Recámaras,['avisosdeocasion']
"['15,400,000']","Venta Casas VALLE, Nuevo León",25.6355832,-100.385585,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30825530&Plaza=2&colonia-inmueble=COLONIAL DE LA SIERRA&Imagenes=13&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLONIAL DE LA SIERRA,"COLONIAL DE LA SIERRA 3 Recámaras 4 1/2baños 3Plantas 402 Metros Cuadrados de Construcción 420 Metros Cuadrados Terreno $15;400,000  Acogedora casa en excelente ubicación, a solo unas cuadras de Roberto Garza Sada. Cuenta con sala, comedor,un lindo solarium, cocina, desayunador, estancia familiar, grandes ventanales y mucha luz natural ,las recámaras con baño vestidor y una sala de T.V. Una hermosa terrazas con vista panorámica. Tiene también un departamento con entrada independiente. Cochera techada para dos autos. Informes 818 362 1093 81-8362-1093.",420m² de Terreno,402m² de Construcción,4.5 Baños,3 Recámaras,['avisosdeocasion']
"['17,000,000']","Venta Casas VALLE, Nuevo León",25.6355832,-100.385585,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30837686&Plaza=2&colonia-inmueble=COLONIAL DE LA SIERRA&Imagenes=11&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLONIAL DE LA SIERRA,"COLONIAL DE LA SIERRA 3 Recámaras 3 1/2baños 3Plantas 550 Metros Cuadrados de Construcción 370 Metros Cuadrados Terreno $17;000,000  Hermosa casa Nueva en Colonial de la Sierra. 3 recámaras con baño y vestidor, oficina, cuarto de juegos, aires seccionados inverter, duela de ingeniería, pisos de mármol, preparación para alberca, jardín de 110 metros más su terraza. Incluye clima y canceles. NO incluye Closet ni cocina. SP-14214",370m² de Terreno,550m² de Construcción,3.5 Baños,3 Recámaras,['avisosdeocasion']
"['25,200,000']","Venta Casas VALLE, Nuevo León",25.6336342,-100.3308447,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30796203&Plaza=2&colonia-inmueble=COLONIAL SAN AGUSTIN&Imagenes=11&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLONIAL SAN AGUSTIN,"COLONIAL SAN AGUSTIN 3 Recámaras 4 1/2baños 3Plantas 721 Metros Cuadrados de Construcción 556 Metros Cuadrados Terreno $25;200,000  Residencia de lujo en Colonial San Agustin, llave en mano, lista para estrenar, cocina integral con cubierta de cuarzo, Family que puede ser integrado a La Cocina, sala y comedor con bacon y vistas panorámicas increíbles, preparación para elevador, clima central independiente en toda la casa, jardín con iluminación y riego automático de super buen tamaño, con terraza techada que se integra al área social del cuarto de juegos. Rosy Garcia Cel. 8183095819",556m² de Terreno,721m² de Construcción,4.5 Baños,3 Recámaras,['avisosdeocasion']
"['15,700,000']","Venta Casas VALLE, Nuevo León",25.6336342,-100.3308447,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30842489&Plaza=2&colonia-inmueble=COLONIAL SAN AGUSTIN&Imagenes=10&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLONIAL SAN AGUSTIN,"COLONIAL SAN AGUSTIN 3 Recámaras 3 1/2baño 2Planta 412 Metros Cuadrados de Construcción 333 Metros Cuadrados Terreno $15,700,000  EL SECRETO, Casa en venta dentro de fraccionamiento privado, con seguridad 24 / 7, cuenta con 3 Recámaras, cada una con baño, 1/2 baños de visitas, amplia área social, cocina equipada, placa de granito, 2 Plantas 412 Metros Cuadrados de Construcción 333.23 Metros Cuadrados Terreno $16;250,000 Cuarto de servicio. La casa se encuentra en esquina. id:101559 Oficina 818-378-6238 Lorena Flores CEL. 811-496-8675",333m² de Terreno,412m² de Construcción,3.5 Baños,3 Recámaras,['avisosdeocasion']
"['16,500,000']","Venta Casas VALLE, Nuevo León",25.63049926748,-100.344410909509,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30845443&Plaza=2&colonia-inmueble=COLORINES&Imagenes=8&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES,"COLORINES 3 Recámaras 5 1/2baños 3Plantas 461 Metros Cuadrados de Construcción 268.71 Metros Cuadrados Terreno $16;500,000 preciosa residencia para estrenar con todos los acabados de lujo, pisos de marmol. cochera para 3 autos, tiene una terraza incréible con sala familiar de tv, terraza panorámica con asador y baño, se entrega con carpintería, ventanas y puertas de aluminio eurovent, super bien ubicada cerca del parque. INFORMES 818-161-01-00.",269m² de Terreno,461m² de Construcción,5.5 Baños,3 Recámaras,['avisosdeocasion']
"['14,800,000']","Venta Casas VALLE, Nuevo León",25.63049926748,-100.344410909509,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30846699&Plaza=2&colonia-inmueble=COLORINES&Imagenes=6&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES,"COLORINES 3 Recámaras 4 1/2baños 3Plantas 473 Metros Cuadrados de Construcción 329.5 Metros Cuadrados Terreno $14;800,000  Preciosa casa muy bien ubicada, cuenta con una amplia área social, terraza y jardín, la casa tiene tres recámaras con walk-in clóset cada una, cocina que se conecta con un family room y una terraza con increíbles vistas, un cuarto de juegos con baño completo, que puede ser una cuarta recámara, cochera para 3 autos. 81-8363-1212, WhatsApp 04481-8366-5533",330m² de Terreno,473m² de Construcción,4.5 Baños,3 Recámaras,['avisosdeocasion']
"['11,700,000']","Venta Casas VALLE, Nuevo León",25.63049926748,-100.344410909509,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30768236&Plaza=2&colonia-inmueble=COLORINES&Imagenes=29&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES,"COLORINES 3 Recámaras 4 1/2baños 3Plantas 544 Metros Cuadrados de Construcción 362 Metros Cuadrados Terreno $11,700,000  PARA REMODELAR. 81-8366-9426. OPRTUNIDAD DE INVERSION, ZONA DE CASAS GRANDES, AMPLIOS ESPACIOS, COCHERA DOBLE TECHADA, SALA A DOBLE ALTURA, COMEDOR, COCINA INTEGRAL CON CUBIERTA DE GRANITO Y ANTECOMEDOR, FAMILY ROOM O CUARTO DE JUEGOS INDEPENDIENTE, ESTANCIA FAMILIAR, 3 RECAMARAS GRANDES CADA UNA CON SU BAÑO Y WOLKNIG CLOSET, TERRAZA Y JARDIN AL FRENTE, DE 80M, CON 1/2 BAÑO Y ASADOR, TERRAZA ATRAS, PISOS DE MARMOL, CARPINTERÍA DE MADERA DE CAOBA, LOS BAÑOS CON CUBIERTA DE GRAITO Y CRISTAL TEMPLADO, ETC. jorgemtz_58@hotmail.com 818-36694-26, 811-990-61-57. TOMO PROPIEDAD DE MENOR PRECIO A CUENTA.",362m² de Terreno,544m² de Construcción,4.5 Baños,3 Recámaras,['avisosdeocasion']
"['12,900,000']","Venta Casas VALLE, Nuevo León",25.63049926748,-100.344410909509,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30807572&Plaza=2&colonia-inmueble=COLORINES&Imagenes=20&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES,"COLORINES 4 Recámaras 4 1/2baños 2Plantas 420 Metros Cuadrados de Construcción 320 Metros Cuadrados Terreno $12,900,000 . REMODELADA hace 7años. Planta baja: sala, comedor, patio con asador, cocinaintegral con granito, con barra desayunadora y antecomedor, alacena, lavandería y cuarto de servicio, cochera para 2 autos, estancia familiar. Segundo Nivel: 4 recámaras con su baño y vestidor, área de blancos, consta de muebles empotrados en área social, 6 minisplits. Ubicación privilegiada en la zona, a unos cuantos minutos de Plaza Fiesta San Agustín, colegios, hospitales, etc. Ven a conocerla!. 818-362-8658.",320m² de Terreno,420m² de Construcción,4.5 Baños,4 Recámaras,['avisosdeocasion']
"['11,450,000']","Venta Casas VALLE, Nuevo León",25.63049926748,-100.344410909509,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30812240&Plaza=2&colonia-inmueble=COLORINES&Imagenes=9&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES,"COLORINES 3 Recámaras 4 1/2baños 3Plantas 444 Metros Cuadrados de Construcción 302 Metros Cuadrados Terreno $11,450,000 CALLE PRIVADA, SUPER UBICACION, EXCELENTES CONDICIONES, CUARTO DE JUEGOS MUY AMPLIO, JARDIN, TERRAZA, SUPER OPORTUNIDAD. PREVIA CITA, 81-8338-71-61.",302m² de Terreno,444m² de Construcción,4.5 Baños,3 Recámaras,['avisosdeocasion']
"['17,000,000']","Venta Casas VALLE, Nuevo León",25.62969925358343,-100.34353092516174,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30834135&Plaza=2&colonia-inmueble=COLORINES&Imagenes=23&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES,"COLORINES 3 Recámaras 4baño 2Planta 450 Metros Cuadrados de Construcción 350 Metros Cuadrados Terreno $17,000,000  Zona: Colorines (calle sin salida). 350 Metros Cuadrados Terreno, 450 Metros Cuadrados Construcción. 2 Plantas. 3 recámaras, 4 baños, 2 medios baños 1erNivel: Cochera para 2 autos. Jardin de interior. Recibidor. Baño de visitas. Cocina con electrodomésticos. Sala-comedor. Bar con acceso al jardín. Jardín con área de asador - techada, baño de visitas exterior. Cuarto de servicio y lavandería. 2doNIvel: 3 recámaras. Principal con baño y 2 vestidores (hombre-mujer), secundarias, una con baño walking clóset, y segunda con clóset empotrado y baño, sala de tv, cuarto de juegos (opción a 4ta recámara) y Balcón. Accesorios: Cortinas en recámaras y área social, muebles empotrados en recámaras secundarias, Candiles Acabados: Renovada hace 1 año aprox. 2 cajones de estacionamiento techados y con portón eléctrico. Clima fan and coil seccionado en planta baja, y clima fan and coil en cuarto principal, minisplits en recámaras. Abanicos en cocina, recámaras 10 años de antigüedad. Sin amueblar. Equipamiento: Refri, micro, lavadora, secadora) Habitado VENTA: Precio: $17,500,000.00 81-1778-0212.",350m² de Terreno,450m² de Construcción,4 Baños,3 Recámaras,['avisosdeocasion']
"['20,000,000']","Venta Casas VALLE, Nuevo León",25.63049926748,-100.344410909509,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30824557&Plaza=2&colonia-inmueble=COLORINES&Imagenes=6&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES,"COLORINES 3 Recámaras 4 1/2baños 3Plantas 550 Metros Cuadrados de Construcción 350 Metros Cuadrados Terreno $20;000,000 Residencia Estilo Contemporáneo ubicada frente a parque, con espectaculares vistas a la montaña desde sus dos amplias terrazas. La casa cuenta con cocina con family room que puede conectarse con el área de sala comedor, cuarto de juegos con baño completo, tres recámaras con walking clóset cada una, estancia de TV, cochera para tres autos y excelentes acabados. 81-8363-1212, Cel. / WhatsApp. 81-1516-1675",350m² de Terreno,550m² de Construcción,4.5 Baños,3 Recámaras,['avisosdeocasion']
"['20,000,000']","Venta Casas VALLE, Nuevo León",25.63049926748,-100.344410909509,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30819118&Plaza=2&colonia-inmueble=COLORINES&Imagenes=1&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES,"COLORINES 3 Recámaras 3 1/2baños 2Plantas 580 Metros Cuadrados de Construcción 367 Metros Cuadrados Terreno $20;000,000  Moderna casa a estrenar de 2 plantas en Colorines 2do sector frente a parque. 3 amplias recámaras y 3.5 baños, cuarto de servicio. Acabados de lujo. Cochera para 2 carros. MD05479 ANA HERNANDEZ CEL818010-7195 2317-60-61.",367m² de Terreno,580m² de Construcción,3.5 Baños,3 Recámaras,['avisosdeocasion']
"['19,023,000']","Venta Casas VALLE, Nuevo León",25.63049926748,-100.344410909509,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30820907&Plaza=2&colonia-inmueble=COLORINES&Imagenes=1&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES,"COLORINES 3 Recámaras 3 1/2baños 3Plantas 627 Metros Cuadrados de Construcción 604 Metros Cuadrados Terreno $19;023,000  Excelente Casa en Venta! Obra Gris! Ubicada en LOS COLORINES! en Calle súper tranquila! Con un Frente de 24.20  Metros 3 recámaras cada una con su baño completo y vestidor, 3 plantas, con sótano cuarto de juegos. SP-14447",604m² de Terreno,627m² de Construcción,3.5 Baños,3 Recámaras,['avisosdeocasion']
"['30,000,000']","Venta Casas VALLE, Nuevo León",25.63049926748,-100.344410909509,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30820210&Plaza=2&colonia-inmueble=COLORINES&Imagenes=12&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES,"COLORINES 4 Recámaras 7 1/2baños 2Plantas 900 Metros Cuadrados de Construcción 710 Metros Cuadrados Terreno $30;000,000 818-600-95-13.",710m² de Terreno,900m² de Construcción,7.5 Baños,4 Recámaras,['avisosdeocasion']
"['14,490,000']","Venta Casas VALLE, Nuevo León",25.632909853501044,-100.34744539510652,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30823126&Plaza=2&colonia-inmueble=COLORINES&Imagenes=9&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES,"COLORINES 3 Recámaras 4 1/2baños 3Plantas 520 Metros Cuadrados de Construcción 373 Metros Cuadrados Terreno $14;490,000  Estrena esta increíble residencia inteligente frente a parque. Cuenta con Alberca iluminada con Cascada, Family Room, Cuarto de Juegos, Site, Area de Bar, Cuarto para Vinos o Puros, Area de Asador, preparaciones para casa inteligente y sustentable. Rápido acceso por Veredalta ya que colinda con San Patricio. Precio Obra Gris $14.49MDP. Precio con acabados Premium $16.9MDP. Puedes escoger tonalidades y acabados a tu gusto. Agenda tu cita ahora! FEEL INSPIRED. AEVIA Real Estate",373m² de Terreno,520m² de Construcción,4.5 Baños,3 Recámaras,['avisosdeocasion']
"['17,000,000']","Venta Casas VALLE, Nuevo León",25.6297727973947,-100.34437959318466,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30833884&Plaza=2&colonia-inmueble=COLORINES 2ndo&Imagenes=25&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: COLORINES 2ndo,"COLORINES 2ndo 3 Recámaras 4baños 2Plantas 450 Metros Cuadrados de Construcción 350 Metros Cuadrados Terreno $17;000,000  Hermosa Casa casi esquina con parque cuenta tres recamras,dos walk in clóset en recámara principal,sala, comedor, amplia cocina, family room, cuarto juego(opción a 4ta)bar,terraza con asador y jardin,cochera para 2 carros con porton eléctrico, bodegas, paneles solares, excelente ubicación. 81-1227-0996.",350m² de Terreno,450m² de Construcción,4 Baños,3 Recámaras,['avisosdeocasion']
"['6,500,000']","Venta Casas CARRETERA NACIONAL, Nuevo León",25.4608447,-100.1654236,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30807313&Plaza=2&colonia-inmueble=CONDADO DE ASTURIAS&Imagenes=10&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: CARRETERA NACIONAL COLONIA: CONDADO DE ASTURIAS,"CONDADO DE ASTURIAS 3 Recámaras 4 1/2baños 2Plantas 470 Metros Cuadrados de Construcción 600 Metros Cuadrados Terreno $6;500,000  Col. Condado de Asturias a 400  Metros de la Carretera Nacional, cerca del área comercial los Cavazos. 2 plantas, 3 recámaras con baño vestidor, sala, comedor, cocina, antecomedor, cuarto de estudios, chimenea, cochera para dos autos con portón eléctrico, lavandería, cuarto de servicio, 2 balcones, con terraza en planta baja y terraza en planta alta, 5minisplits. 600 mts2 de terreno 470 mts2 de construcción casa en esquina, fraccionamiento privado.w-p.mx",600m² de Terreno,470m² de Construcción,4.5 Baños,3 Recámaras,['avisosdeocasion']
"['1,700,000']","Venta Casas CUMBRES, Nuevo León",25.7219379,-100.3796181,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30799966&Plaza=2&colonia-inmueble=CONDOCASA CUMBRES&Imagenes=1&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: CUMBRES COLONIA: CONDOCASA CUMBRES,"CONDOCASA CUMBRES 2 Recámaras 2baños 2Plantas 110 Metros Cuadrados de Construcción 100 Metros Cuadrados Terreno $1;700,000  81-3408-2256. Además de las dos recámaras tiene una estancia que bien puede cerrarse para convertirla en tercera recámara; tiene un cuarto de lavandería, sala comedor, amplia cocina con espacio para ante comedor, espacio para estacionar dos autos; cuenta con cocineta, estufa, boiler, dos clóset, un minisplit.",100m² de Terreno,110m² de Construcción,2 Baños,2 Recámaras,['avisosdeocasion']
"['9,700,000']","Venta Casas VALLE, Nuevo León",25.6628895,-100.3847075,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30842546&Plaza=2&colonia-inmueble=CONJUNTO HABITACIONAL BUGAMBILIAS&Imagenes=19&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: VALLE COLONIA: CONJUNTO HABITACIONAL BUGAMBILIAS,"CONJUNTO HABITACIONAL BUGAMBILIAS 3 Recámaras 2 1/2baños 2Plantas 235 Metros Cuadrados de Construcción 117 Metros Cuadrados Terreno $9,700,000 Venta de casa equipada en Colonia del Valle cerca de Av. Vasconcelos y Morones Prieto Rodeada de comercios, situada atrás de HEB Humberto Lobo, con más supermercados y colegios alrededor. Cuenta con Planta Alta y Baja 3 Recámaras completas, 2 Baños completos y 1 medio para visitas, BAR super equipado dentro del inmueble, Sala con Pecera grande en pared/comedor, Patio con asador y piso, Lavandería, cocina equipada y funcional, Cochera con 1 cajón techado y 2 mas disponibles al frente para visitas frente a un parque privado. NEGOCIABLE! id:101843 Oficina 818-378-6238 Adri Flores CEL. 811-040-3900",117m² de Terreno,235m² de Construcción,2.5 Baños,3 Recámaras,['avisosdeocasion']
"['9,350,000']","Venta Casas CONTRY, Nuevo León",25.6351699,-100.2782412,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=30843795&Plaza=2&colonia-inmueble=CONTRY&Imagenes=23&idinmueble=3&Grupo=1&Zonas=0&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,ZONA: CONTRY COLONIA: CONTRY,"CONTRY 6 Recámaras 6baños 2Plantas 410 Metros Cuadrados de Construcción 220 Metros Cuadrados Terreno $9;350,000  Oportunidad de Inversión, rentas. Edif Contry, 2 niveles, 3 departamentos. Terreno 220  Metros Cuadrados Construcción 410  Metros Cuadrados Dep1: 2 Rec, 2 ½ baños. Dep2: 2  Recámaras 2 1 ½ baños. Dep 3: 2 Rec, 2 baños. Terraza para uso común con ½ baño. 3 cajones Estacionamiento. Actualmente todos generando rentas. Ubicación ideal en Contry, fácil acceso a Av. Garza Sada, Av Revolución, a 5 min del Tecnológico de Mty, 3 min HEB, Soriana. Frente a parque. 81-4160-5560.",220m² de Terreno,410m² de Construcción,6 Baños,6 Recámaras,['avisosdeocasion']
